date,source,sessions,users
2025-11-23,Social (Instagram),7,6
2025-11-23,Referral (Planity),4,3
2025-11-24,Organic Search,28,22
2025-11-24,Direct,14,11
2025-11-24,Social (Instagram),11,8
2025-11-24,Referral (Planity),8,7
2025-11-25,Organic Search,13,11
2025-11-25,Direct,10,8
2025-11-25,Social (Instagram),5,4
2025-11-25,Referral (Planity),3,2
2025-11-26,Organic Search,30,26
2025-11-26,Direct,15,13
2025-11-26,Social (Instagram),11,10
2025-11-26,Referral (Planity),9,7
2025-11-27,Organic Search,19,15
2025-11-27,Direct,13,10
2025-11-27,Social (Instagram),9,7
2025-11-27,Referral (Planity),6,5
2025-11-28,Organic Search,22,19
2025-11-28,Direct,11,9
2025-11-28,Social (Instagram),9,7
2025-11-28,Referral (Planity),4,3
2025-11-29,Organic Search,17,13
2025-11-29,Direct,10,8
2025-11-29,Social (Instagram),6,5
2025-11-29,Referral (Planity),4,3
2025-11-30,Organic Search,17,13
2025-11-30,Direct,13,10
2025-11-30,Social (Instagram),7,5
2025-11-30,Referral (Planity),4,3
2025-12-01,Organic Search,17,15
2025-12-01,Direct,10,8
2025-12-01,Social (Instagram),6,5
2025-12-01,Referral (Planity),5,4
2025-12-02,Organic Search,29,22
2025-12-02,Direct,14,11
2025-12-02,Social (Instagram),11,9
2025-12-02,Referral (Planity),8,7
2025-12-03,Organic Search,24,20
2025-12-03,Direct,13,11
2025-12-03,Social (Instagram),9,7
2025-12-03,Referral (Planity),6,5
2025-12-04,Organic Search,27,20
2025-12-04,Direct,14,12
2025-12-04,Social (Instagram),10,9
2025-12-04,Referral (Planity),6,5
2025-12-05,Organic Search,13,10
2025-12-05,Direct,8,7
2025-12-05,Social (Instagram),5,4
2025-12-05,Referral (Planity),3,2
2025-12-06,Organic Search,17,13
2025-12-06,Direct,7,6
2025-12-06,Social (Instagram),7,6
2025-12-06,Referral (Planity),5,4
2025-12-07,Organic Search,12,9
2025-12-07,Direct,6,5
2025-12-07,Social (Instagram),4,3
2025-12-07,Referral (Planity),2,2
2025-12-08,Organic Search,23,19
2025-12-08,Direct,12,10
2025-12-08,Social (Instagram),8,7
2025-12-08,Referral (Planity),7,5
2025-12-09,Organic Search,22,18
2025-12-09,Direct,12,10
2025-12-09,Social (Instagram),9,8
2025-12-09,Referral (Planity),6,5
2025-12-10,Organic Search,28,22
2025-12-10,Direct,16,14
2025-12-10,Social (Instagram),11,9
2025-12-10,Referral (Planity),9,7
2025-12-11,Organic Search,17,13
2025-12-11,Direct,8,7
2025-12-11,Social (Instagram),6,5
2025-12-11,Referral (Planity),6,5
2025-12-12,Organic Search,16,13
2025-12-12,Direct,9,8
2025-12-12,Social (Instagram),6,5
2025-12-12,Referral (Planity),3,3
2025-12-13,Organic Search,12,10
2025-12-13,Direct,6,5
2025-12-13,Social (Instagram),5,4
2025-12-13,Referral (Planity),4,3
2025-12-14,Organic Search,7,5
2025-12-14,Direct,5,4
2025-12-14,Social (Instagram),3,2
2025-12-14,Referral (Planity),2,2
2025-12-15,Organic Search,11,9
2025-12-15,Direct,7,6
2025-12-15,Social (Instagram),5,4
2025-12-15,Referral (Planity),4,3
2025-12-16,Organic Search,16,13
2025-12-16,Direct,10,9
2025-12-16,Social (Instagram),7,6
2025-12-16,Referral (Planity),3,2
2025-12-17,Organic Search,20,17
2025-12-17,Direct,11,10
2025-12-17,Social (Instagram),9,8
2025-12-17,Referral (Planity),5,4
2025-12-18,Organic Search,14,11
2025-12-18,Direct,7,5
2025-12-18,Social (Instagram),5,4
2025-12-18,Referral (Planity),4,3
2025-12-19,Organic Search,18,15
2025-12-19,Direct,11,9
2025-12-19,Social (Instagram),7,5
2025-12-19,Referral (Planity),5,4
2025-12-20,Organic Search,16,13
2025-12-20,Direct,8,7
2025-12-20,Social (Instagram),7,6
2025-12-20,Referral (Planity),4,3
2025-12-21,Organic Search,14,12
2025-12-21,Direct,8,7
2025-12-21,Social (Instagram),6,5
2025-12-21,Referral (Planity),6,5
2025-12-22,Organic Search,15,13
2025-12-22,Direct,9,8
2025-12-22,Social (Instagram),6,5
2025-12-22,Referral (Planity),4,3
2025-12-23,Organic Search,34,29
2025-12-23,Direct,20,17
2025-12-23,Social (Instagram),13,11
2025-12-23,Referral (Planity),5,4
2025-12-24,Organic Search,19,15
2025-12-24,Direct,13,11
2025-12-24,Social (Instagram),8,7
2025-12-24,Referral (Planity),7,6
2025-12-25,Organic Search,15,12
2025-12-25,Direct,6,5
2025-12-25,Social (Instagram),7,6
2025-12-25,Referral (Planity),3,3
2025-12-26,Organic Search,20,16
2025-12-26,Direct,12,10
2025-12-26,Social (Instagram),7,6
2025-12-26,Referral (Planity),4,3
2025-12-27,Organic Search,14,12
2025-12-27,Direct,8,7
2025-12-27,Social (Instagram),5,4
2025-12-27,Referral (Planity),4,3
2025-12-28,Organic Search,9,7
2025-12-28,Direct,6,5
2025-12-28,Social (Instagram),3,3
2025-12-28,Referral (Planity),2,2
2025-12-29,Organic Search,12,11
2025-12-29,Direct,8,7
2025-12-29,Social (Instagram),6,5
2025-12-29,Referral (Planity),3,2
2025-12-30,Organic Search,13,11
2025-12-30,Direct,7,5
2025-12-30,Social (Instagram),6,5
2025-12-30,Referral (Planity),4,3
2025-12-31,Organic Search,22,19
2025-12-31,Direct,10,9
2025-12-31,Social (Instagram),7,6
2025-12-31,Referral (Planity),5,4
2026-01-01,Organic Search,19,15
2026-01-01,Direct,9,8
2026-01-01,Social (Instagram),6,5
2026-01-01,Referral (Planity),5,4
2026-01-02,Organic Search,18,14
2026-01-02,Direct,10,8
2026-01-02,Social (Instagram),7,5
2026-01-02,Referral (Planity),5,4
2026-01-03,Organic Search,9,7
2026-01-03,Direct,5,4
2026-01-03,Social (Instagram),4,4
2026-01-03,Referral (Planity),2,2
2026-01-04,Organic Search,15,13
2026-01-04,Direct,8,6
2026-01-04,Social (Instagram),6,5
2026-01-04,Referral (Planity),4,3
2026-01-05,Organic Search,20,18
2026-01-05,Direct,10,8
2026-01-05,Social (Instagram),8,6
2026-01-05,Referral (Planity),6,5
2026-01-06,Organic Search,9,7
2026-01-06,Direct,5,4
2026-01-06,Social (Instagram),3,3
2026-01-06,Referral (Planity),2,2
2026-01-07,Organic Search,23,17
2026-01-07,Direct,15,13
2026-01-07,Social (Instagram),9,8
2026-01-07,Referral (Planity),5,4
2026-01-08,Organic Search,19,17
2026-01-08,Direct,10,8
2026-01-08,Social (Instagram),7,6
2026-01-08,Referral (Planity),4,3
2026-01-09,Organic Search,19,17
2026-01-09,Direct,12,11
2026-01-09,Social (Instagram),8,6
2026-01-09,Referral (Planity),4,3
2026-01-10,Organic Search,12,9
2026-01-10,Direct,6,5
2026-01-10,Social (Instagram),4,4
2026-01-10,Referral (Planity),3,2
2026-01-11,Organic Search,10,8
2026-01-11,Direct,6,5
2026-01-11,Social (Instagram),4,3
2026-01-11,Referral (Planity),3,2
2026-01-12,Organic Search,20,18
2026-01-12,Direct,9,7
2026-01-12,Social (Instagram),6,5
2026-01-12,Referral (Planity),5,4
2026-01-13,Organic Search,15,12
2026-01-13,Direct,6,5
2026-01-13,Social (Instagram),6,5
2026-01-13,Referral (Planity),3,3
2026-01-14,Organic Search,19,14
2026-01-14,Direct,6,5
2026-01-14,Social (Instagram),8,7
2026-01-14,Referral (Planity),5,4
2026-01-15,Organic Search,13,11
2026-01-15,Direct,7,6
2026-01-15,Social (Instagram),5,4
2026-01-15,Referral (Planity),4,3
2026-01-16,Organic Search,28,23
2026-01-16,Direct,11,10
2026-01-16,Social (Instagram),8,7
2026-01-16,Referral (Planity),5,4
2026-01-17,Organic Search,19,17
2026-01-17,Direct,11,9
2026-01-17,Social (Instagram),6,5
2026-01-17,Referral (Planity),5,4
2026-01-18,Organic Search,15,12
2026-01-18,Direct,9,7
2026-01-18,Social (Instagram),6,5
2026-01-18,Referral (Planity),5,4
2026-01-19,Organic Search,13,11
2026-01-19,Direct,7,6
2026-01-19,Social (Instagram),5,4
2026-01-19,Referral (Planity),3,3
2026-01-20,Organic Search,19,15
2026-01-20,Direct,11,9
2026-01-20,Social (Instagram),6,5
2026-01-20,Referral (Planity),4,3
2026-01-21,Organic Search,22,19
2026-01-21,Direct,14,11
2026-01-21,Social (Instagram),12,10
2026-01-21,Referral (Planity),6,5
2026-01-22,Organic Search,18,14
2026-01-22,Direct,12,10
2026-01-22,Social (Instagram),7,6
2026-01-22,Referral (Planity),5,4
2026-01-23,Organic Search,11,9
2026-01-23,Direct,6,5
2026-01-23,Social (Instagram),5,4
2026-01-23,Referral (Planity),4,4
2026-01-24,Organic Search,13,11
2026-01-24,Direct,6,5
2026-01-24,Social (Instagram),4,3
2026-01-24,Referral (Planity),4,3
2026-01-25,Organic Search,9,8
2026-01-25,Direct,4,3
2026-01-25,Social (Instagram),4,3
2026-01-25,Referral (Planity),3,3
2026-01-26,Organic Search,25,20
2026-01-26,Direct,14,11
2026-01-26,Social (Instagram),11,9
2026-01-26,Referral (Planity),5,4
2026-01-27,Organic Search,25,20
2026-01-27,Direct,12,10
2026-01-27,Social (Instagram),9,7
2026-01-27,Referral (Planity),5,4
2026-01-28,Organic Search,18,16
2026-01-28,Direct,9,8
2026-01-28,Social (Instagram),7,5
2026-01-28,Referral (Planity),5,4
2026-01-29,Organic Search,14,11
2026-01-29,Direct,9,7
2026-01-29,Social (Instagram),7,6
2026-01-29,Referral (Planity),5,4
2026-01-30,Organic Search,23,20
2026-01-30,Direct,13,11
2026-01-30,Social (Instagram),8,7
2026-01-30,Referral (Planity),6,5
2026-01-31,Organic Search,12,10
2026-01-31,Direct,7,6
2026-01-31,Social (Instagram),5,4
2026-01-31,Referral (Planity),3,3
2026-02-01,Organic Search,14,11
2026-02-01,Direct,7,6
2026-02-01,Social (Instagram),5,4
2026-02-01,Referral (Planity),3,2
2026-02-02,Organic Search,22,19
2026-02-02,Direct,14,11
2026-02-02,Social (Instagram),8,6
2026-02-02,Referral (Planity),6,5
2026-02-03,Organic Search,27,23
2026-02-03,Direct,16,13
2026-02-03,Social (Instagram),12,10
2026-02-03,Referral (Planity),7,6
2026-02-04,Organic Search,21,16
2026-02-04,Direct,10,8
2026-02-04,Social (Instagram),9,8
2026-02-04,Referral (Planity),7,6
2026-02-05,Organic Search,24,19
2026-02-05,Direct,14,12
2026-02-05,Social (Instagram),9,7
2026-02-05,Referral (Planity),6,5
2026-02-06,Organic Search,21,17
2026-02-06,Direct,11,9
2026-02-06,Social (Instagram),8,7
2026-02-06,Referral (Planity),4,3
2026-02-07,Organic Search,16,14
2026-02-07,Direct,8,7
2026-02-07,Social (Instagram),6,5
2026-02-07,Referral (Planity),5,4
2026-02-08,Organic Search,18,14
2026-02-08,Direct,9,8
2026-02-08,Social (Instagram),8,7
2026-02-08,Referral (Planity),6,5
2026-02-09,Organic Search,17,15
2026-02-09,Direct,8,7
2026-02-09,Social (Instagram),7,5
2026-02-09,Referral (Planity),4,3
2026-02-10,Organic Search,17,14
2026-02-10,Direct,11,9
2026-02-10,Social (Instagram),7,6
2026-02-10,Referral (Planity),5,4
2026-02-11,Organic Search,23,20
2026-02-11,Direct,13,11
2026-02-11,Social (Instagram),8,6
2026-02-11,Referral (Planity),6,5
2026-02-12,Organic Search,29,26
2026-02-12,Direct,15,11
2026-02-12,Social (Instagram),11,9
2026-02-12,Referral (Planity),8,6
2026-02-13,Organic Search,24,21
2026-02-13,Direct,10,8
2026-02-13,Social (Instagram),8,6
2026-02-13,Referral (Planity),4,3
2026-02-14,Organic Search,16,13
2026-02-14,Direct,11,9
2026-02-14,Social (Instagram),7,6
2026-02-14,Referral (Planity),4,3
2026-02-15,Organic Search,19,16
2026-02-15,Direct,11,9
2026-02-15,Social (Instagram),6,5
2026-02-15,Referral (Planity),3,3
2026-02-16,Organic Search,26,22
2026-02-16,Direct,10,9
2026-02-16,Social (Instagram),10,8
2026-02-16,Referral (Planity),8,6
2026-02-17,Organic Search,13,11
2026-02-17,Direct,7,6
2026-02-17,Social (Instagram),5,4
2026-02-17,Referral (Planity),3,3
2026-02-18,Organic Search,17,15
2026-02-18,Direct,10,8
2026-02-18,Social (Instagram),6,5
2026-02-18,Referral (Planity),4,3
2026-02-19,Organic Search,22,18
2026-02-19,Direct,12,9
2026-02-19,Social (Instagram),9,8
2026-02-19,Referral (Planity),8,7
2026-02-20,Organic Search,23,20
2026-02-20,Direct,11,10
2026-02-20,Social (Instagram),8,7
2026-02-20,Referral (Planity),5,4
2026-02-21,Organic Search,11,9
2026-02-21,Direct,7,5
2026-02-21,Social (Instagram),5,4
2026-02-21,Referral (Planity),3,3
2026-02-22,Organic Search,14,11
2026-02-22,Direct,9,7
2026-02-22,Social (Instagram),6,5
2026-02-22,Referral (Planity),4,3
2026-02-23,Organic Search,18,15
2026-02-23,Direct,8,7
2026-02-23,Social (Instagram),5,4
2026-02-23,Referral (Planity),5,4
2026-02-24,Organic Search,14,11
2026-02-24,Direct,8,7
2026-02-24,Social (Instagram),6,5
2026-02-24,Referral (Planity),3,3
2026-02-25,Organic Search,32,26
2026-02-25,Direct,18,16
2026-02-25,Social (Instagram),11,9
2026-02-25,Referral (Planity),10,9
2026-02-26,Organic Search,18,14
2026-02-26,Direct,12,9
2026-02-26,Social (Instagram),6,5
2026-02-26,Referral (Planity),3,2
2026-02-27,Organic Search,22,17
2026-02-27,Direct,13,10
2026-02-27,Social (Instagram),10,8
2026-02-27,Referral (Planity),7,6
2026-02-28,Organic Search,9,8
2026-02-28,Direct,5,4
2026-02-28,Social (Instagram),3,3
2026-02-28,Referral (Planity),3,2
